"","subject_race","search_conducted","contraband_found","outcome","arrest_made","use_of_force_description"
"333","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"334","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"335","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"336","white","FALSE",NA,"citation","FALSE",NA
"337","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"338","hispanic","FALSE",NA,NA,NA,"no curb, no handcuff, no police vehicle"
"339","hispanic","TRUE","TRUE","citation","FALSE","no curb, no handcuff, no police vehicle"
"340","hispanic","TRUE","FALSE","citation","FALSE","handcuffed"
"341","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"342","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"343","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"344","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"345","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"346","hispanic","TRUE","TRUE","citation","FALSE","no curb, no handcuff, no police vehicle"
"347","hispanic","TRUE","FALSE","citation","FALSE",NA
"348","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"349","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"350","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"351","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"352","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"353","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"354","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"355","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"356","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"357","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"358","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"359","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"360","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"361","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"362","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"363","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"364","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"365","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"366","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"367","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"368","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"369","hispanic","TRUE","FALSE","citation","FALSE",NA
"370","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"371","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"372","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"373","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"374","hispanic","TRUE","TRUE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"375","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"376","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"377","hispanic","TRUE","FALSE",NA,"FALSE","handcuffed"
"378","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"379","hispanic","TRUE","FALSE","citation","FALSE",NA
"380","white","FALSE",NA,NA,"FALSE","sat in police vehicle"
"381","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"382","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"383","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"384","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"385","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"386","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"387","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"388","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"389","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"390","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"391","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"392","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"393","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"394","white","TRUE","FALSE","citation","FALSE","sat in police vehicle"
"395","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"396","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"397","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"398","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"399","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"400","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"401","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"402","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"403","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"404",NA,NA,NA,"citation","FALSE",NA
"405","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"406","other/unknown",NA,NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"407","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"408","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"409","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"410","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"411","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"412","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"413","hispanic",NA,NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"414","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"415","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"416","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"417","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"418","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"419","asian/pacific islander","FALSE",NA,"citation","FALSE","handcuffed"
"420","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"421","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"422","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"423","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"424","asian/pacific islander","FALSE",NA,NA,NA,"no curb, no handcuff, no police vehicle"
"425","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"426","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"427","other/unknown","TRUE","FALSE","citation","FALSE",NA
"428","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"429","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"430","black","TRUE","FALSE",NA,"FALSE",NA
"431","white","TRUE","TRUE","arrest","TRUE","handcuffed"
"432","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"433","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"434","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"435","other/unknown","FALSE",NA,"citation","FALSE",NA
"436","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"437","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"438","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"439","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"440","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"441","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"442","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"443","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"444","other/unknown",NA,NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"445","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"446","hispanic","FALSE",NA,NA,"FALSE",NA
"447","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"448","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"449","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"450","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"451","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"452","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"453","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"454","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"455","black","TRUE","TRUE","arrest","TRUE","handcuffed"
"456","hispanic","TRUE","TRUE","arrest","TRUE","handcuffed"
"457","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"458","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"459","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"460","asian/pacific islander","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"461","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"462","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"463","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"464","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"465","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"466","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"467","black","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"468","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"469","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"470","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"471","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"472","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"473","white","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"474","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"475","black",NA,NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"476","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"477","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"478","hispanic","TRUE","FALSE",NA,"FALSE",NA
"479","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"480","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"481","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"482","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"483","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"484","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"485","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"486","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"487",NA,NA,NA,"citation","FALSE",NA
"488","hispanic","TRUE","TRUE","citation","FALSE",NA
"489","other/unknown",NA,NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"490","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"491","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"492","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"493","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"494","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"495","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"496","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"497","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"498","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"499","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"500","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"501","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"502","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"503","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"504","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"505","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"506","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"507","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"508","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"509","hispanic","TRUE","FALSE",NA,"FALSE","handcuffed"
"510","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"511","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"512","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"513","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"514","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"515","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"516","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"517","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"518","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"519","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"520","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"521","hispanic","TRUE","FALSE",NA,"FALSE",NA
"522","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"523","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"524","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"525","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"526","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"527","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"528","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"529","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"530","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"531","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"532","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"533","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"534","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"535","asian/pacific islander","TRUE","FALSE","citation","FALSE",NA
"536","white","TRUE","FALSE","citation","FALSE",NA
"537","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"538","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"539","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"540","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"541","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"542","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
